title,rating,genre,cleaned_tokens
Sex Tape,54.0,'Comedy',jay annie first get together romantic connection intense ten year two kid later flame love need spark kick thing notch decide make video try every position joy sex one marathon session seem like great idea discover private video longer private reputation line know there one click away lay bare world race reclaim video lead night theyll never forget theyll find video expose even bargain
Willy's Wonderland,61.0,"'Action', 'Horror', 'Comedy'",car break quiet loner agree clean abandon family fun center exchange repair soon find wag war posse animatronic mascot trap inside willy wonderland
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,70.0,'Comedy',ashtray move south central la live father appear age grandmother like talk tough smoke reefer fall gangbanging cousin loc dog along requisite pistol uzi carry thermonuclear warhead ashtray able keep live straight life
Love & Other Drugs,70.0,"'Drama', 'Comedy', 'Romance'",maggie allure free spirit wont let anyone anything tie meet match jamie whose relentless nearly infallible charm serve well ladies cutthroat world pharmaceutical sale maggie james evolve relationship take surprise find influence ultimate drug love
Incredibles 2,75.0,"'Action', 'Adventure', 'Animation', 'Family'",spring action save day my incredible face great challenge yet take care problem three child
Thor: The Dark World,66.0,"'Action', 'Adventure', 'Fantasy'",thor fight restore order across cosmos ancient race lead vengeful return plunge universe back darkness face enemy even odin asgard withstand thor must embark perilous personal journey yet one reunite jane foster force sacrifice everything save u
Extraction,73.0,"'Drama', 'Action', 'Thriller'",tyler rake fearless mercenary offer service black market embark dangerous mission hire rescue kidnap son mumbai crime lord
The Incredibles,77.0,"'Action', 'Adventure', 'Animation', 'Family'",bob part give superhero day log time insurance adjuster raise three child formerly heroic wife suburbia receive mysterious assignment time get back costume
Star Wars: The Force Awakens,73.0,"'Adventure', 'Action', 'Science Fiction', 'Fantasy'",thirty year defeat galactic empire han solo ally face new threat evil kilo ren army stormtroopers
Miss Peregrine's Home for Peculiar Children,68.0,"'Fantasy', 'Adventure', 'Family', 'Drama'",teenager find transport island must help protect group orphan special power creature intent destroy
Teen Wolf,62.0,"'Comedy', 'Fantasy', 'Romance'",shy teenager newfound power help score basketball popular girl pretty hairy decision make
Megan,60.0,"'Action', 'Science Fiction'",young scientist become entangle military mission deliver antidote save mankind find fight survival also confront demon past
Ralph Breaks the Internet,72.0,"'Family', 'Animation', 'Comedy', 'Adventure'",video game bad guy ralph fellow misfit von schwartz must risk travel world wide web search replacement part save video game sugar rush way head ralph rely citizens internet netizens help navigate way include entrepreneur name yeses head algorithm heart soul site
Back to the Future,83.0,"'Adventure', 'Comedy', 'Science Fiction'",eighty teenager marty fly accidentally send back time inadvertently disrupt parent first meet attract mother romantic interest marty must repair damage history rekindle parent romance help eccentric inventor friend doc brown return
Brother Bear,73.0,"'Adventure', 'Animation', 'Family'",impulsive boy name kensi magically transform bear must literally walk another footstep learn valuable life lesson courageous often zany journey introduce forest full wildlife include lovable bear cub soda hilarious moose butt take woolly mammoths rambunctious ram
Parker,60.0,"'Action', 'Crime'",thief unique code professional ethic crew leave dead assume new disguise form unlikely alliance woman inside look hijack score crew late heist
One Hundred and One Dalmatians,72.0,"'Adventure', 'Animation', 'Comedy', 'Family'",litter dalmatian puppy abduct minion cruella de vil parent must find use diabolical fashion statement
Valley of the Dead,63.0,"'Comedy', 'Horror', 'War'",spanish civil war swear enemy must work together encounter zombie create nazi experiment
Adanis: Kutsal Kavga,53.0,"'Drama', 'Action', 'Adventure'",dont overview translate english help u expand database add one
Extraction 2,0.0,"'Action', 'Thriller'",barely survive grievous wound mission shaka tyler rake back team ready take next mission task extract family mercy georgian gangster tyler infiltrate one world deadly prison order save extraction get hot gangster die heat battle equally ruthless brother track rake team sydney order get revenge
Alice in Wonderland,66.0,"'Family', 'Fantasy', 'Adventure'",alice year old return whimsical world first enter child embark journey discover true destiny
Predator,75.0,"'Science Fiction', 'Action', 'Adventure', 'Thriller'",team elite commandos secret mission central american jungle come find hunt extraterrestrial warrior
The Pilgrim's Progress,77.0,"'Animation', 'Adventure'",epic journey faithfully adapt modernity christian face distraction challenge peril every turn way end victorious helpful guide stay narrow path distant celestial city
Interceptor,62.0,"'Action', 'Thriller', 'Adventure'",u army captain use year tactical train save humanity sixteen nuclear missile launch u violent attack threaten remote missile interceptor station
Shazam! Fury of the Gods,0.0,"'Comedy', 'Action', 'Fantasy'",billy baton foster sibling transform superheroes say shaman force get back action fight daughter atlas must stop use weapon could destroy world
Madagascar: Escape 2 Africa,65.0,"'Family', 'Adventure', 'Animation', 'Comedy'",alex marty zoo animal find way escape madagascar penguins reassemble wreck airplane precariously repair craft stay airborne long enough make african continent new yorkers encounter member specie first time africa prove wild place alex company wonder good central park home
Don't Look Up,72.0,"'Comedy', 'Science Fiction'",two american astronomer attempt warn humankind approach comet wipe life planet earth
Army of the Dead,63.0,"'Action', 'Crime', 'Horror', 'Thriller'",follow zombie outbreak la vega group mercenary take ultimate gamble venture quarantine zone pull great heist ever attempt
Constantine: The House of Mystery,72.0,"'Animation', 'Action', 'Adventure', 'Horror'",john constantine wake eerie house mystery recollection get fortunately katana friend unfortunately bad habit turn demon rip shred
Teen Titans Go! & DC Super Hero Girls: Mayhem in the Multiverse,69.0,"'Animation', 'Action', 'Comedy'",help ancient kryptonian power lex luthor unite world supervillains capture earth super hero do super hero girl leave stop legion doom hero must cross dimension rescue fellow super hero phantom zone fortuitous wrong turn lead titan tower find ally teen titan
Hercules,75.0,"'Animation', 'Family', 'Fantasy', 'Adventure', 'Comedy', 'Romance'",bestow superhuman strength young mortal name hercules set prove hero eye father great god zeus along friend pegasus fly horse phil personal trainer hercules trick hilarious hotheaded villain hades whos plot take mount olympus
The Good Dinosaur,67.0,"'Adventure', 'Animation', 'Family'",epic journey world dinosaurs name arlo make unlikely human friend
Vendetta,63.0,'Action',daughter murder william duncan take law hand set quest retribution kill street thug responsible death find middle war thug brother father gang equally hellbent get even ensue tense game vengeance end william come find quest revenge never winner
Dawn of the Planet of the Apes,73.0,"'Science Fiction', 'Action', 'Drama', 'Thriller'",group scientist san francisco struggle stay alive plague wipe humanity caesar try maintain dominance community intelligent ape
Dragon Ball Z: Broly – Second Coming,67.0,"'Animation', 'Action', 'Science Fiction'",saiyan space pod grasslands earth wound saiyan crawl brody legendary super saiyan wound brody shout frustration turn normal form place soon freeze trap fall coma
Poker Face,57.0,"'Mystery', 'Thriller', 'Crime', 'Action'",yearly poker game childhood friend turn chaos tech billionaire host unveil elaborate scheme seek revenge way theyve betray year plan unfold group thieve hatch plan break mansion think empty old friend quickly band together year play game help win way night terror
The Hunger Games: Catching Fire,74.0,"'Adventure', 'Action', 'Science Fiction'",katniss overseen return home safe win the annual hunger game along fellow tribute peeta cellar win mean must turn around leave family close friend embark victor tour district along way katniss sense rebellion simmer capitol still much control president snow prepare the annual hunger game quarter quell competition could change panel forever
